time,control,MK801
9.26755,-46.09375,-50.4375
9.2676,-46.375,-50.25
9.26765,-46.90625,-50.65625
9.2677,-46.53125,-50.8125
9.267750000000001,-46.28125,-50.5
9.267800000000001,-46.46875,-50.4375
9.267850000000001,-46.46875,-50.375
9.267900000000001,-46.40625,-50.6875
9.26795,-46.15625,-50.84375
9.268,-46.25,-50.40625
9.26805,-46.71875,-50.21875
9.2681,-46.65625,-50.59375
9.26815,-46.46875,-50.96875
9.2682,-46.03125,-50.65625
9.26825,-46.5,-50.375
9.2683,-46.5625,-50.46875
9.26835,-46.25,-50.78125
9.2684,-46.125,-50.84375
9.26845,-46.65625,-50.59375
9.268500000000001,-46.78125,-50.34375
9.268550000000001,-46.59375,-50.59375
9.268600000000001,-46.28125,-50.6875
9.268650000000001,-46.4375,-50.78125
9.2687,-46.5,-50.5625
9.26875,-46.28125,-50.40625
9.2688,-46.25,-50.6875
9.26885,-46.59375,-50.875
9.2689,-46.8125,-50.78125
9.26895,-46.65625,-50.4375
9.269,-46.125,-50.5625
9.26905,-46.09375,-50.875
9.2691,-46.375,-50.65625
9.26915,-46.5,-50.5
9.2692,-46.5,-50.46875
9.269250000000001,-46.3125,-50.53125
9.269300000000001,-46.65625,-50.8125
9.269350000000001,-46.71875,-50.59375
9.269400000000001,-46.34375,-50.4375
9.26945,-46.0625,-50.59375
9.2695,-46.375,-50.65625
9.26955,-46.53125,-50.71875
9.2696,-46.5,-50.5625
9.26965,-46.40625,-50.3125
9.2697,-46.5,-50.65625
9.26975,-46.59375,-50.90625
9.2698,-46.5625,-50.5625
9.26985,-46.25,-50.15625
9.2699,-46.09375,-50.65625
9.26995,-46.4375,-50.6875
9.27,-46.78125,-50.78125
9.270050000000001,-46.4375,-50.40625
9.270100000000001,-46.25,-50.5625
9.270150000000001,-46.5625,-50.625
9.2702,-46.6875,-50.75
9.27025,-46.25,-50.5
9.2703,-46.0,-50.625
9.27035,-46.59375,-50.53125
9.2704,-46.96875,-50.5625
9.27045,-46.625,-50.8125
9.2705,-46.34375,-50.59375
9.27055,-46.53125,-50.34375
9.2706,-46.6875,-50.8125
9.27065,-46.59375,-50.84375
9.2707,-46.125,-50.75
9.27075,-46.3125,-50.59375
9.270800000000001,-46.78125,-50.5
9.270850000000001,-46.6875,-50.78125
9.270900000000001,-46.3125,-50.875
9.270950000000001,-46.15625,-50.65625
9.271,-46.59375,-50.40625
9.27105,-46.34375,-50.625
9.2711,-46.125,-50.65625
9.27115,-46.21875,-50.8125
9.2712,-46.6875,-50.53125
9.27125,-46.625,-50.40625
9.2713,-46.46875,-50.6875
9.27135,-46.125,-50.78125
9.2714,-46.34375,-50.5625
9.27145,-46.46875,-50.40625
9.2715,-46.40625,-50.5625
9.271550000000001,-46.3125,-50.875
9.271600000000001,-46.5,-51.0
9.271650000000001,-46.8125,-50.3125
9.271700000000001,-46.625,-50.65625
9.27175,-46.21875,-50.71875
9.2718,-46.09375,-50.6875
9.27185,-46.40625,-50.65625
9.2719,-46.625,-50.9375
9.27195,-46.46875,-50.5625
9.272,-46.25,-50.59375
9.27205,-46.59375,-50.65625
9.2721,-46.46875,-50.78125
9.27215,-46.375,-50.5625
9.2722,-46.03125,-50.6875
9.27225,-46.21875,-50.75
9.272300000000001,-46.6875,-50.65625
9.272350000000001,-46.71875,-50.53125
9.272400000000001,-46.3125,-50.625
9.272450000000001,-46.46875,-50.6875
9.2725,-46.71875,-50.625
9.27255,-46.53125,-50.5
9.2726,-46.0625,-50.8125
9.27265,-46.15625,-50.59375
9.2727,-46.78125,-50.59375
9.27275,-46.78125,-50.8125
9.2728,-46.4375,-50.71875
9.27285,-46.4375,-50.65625
9.2729,-46.59375,-50.5
9.27295,-46.53125,-50.625
9.273,-46.09375,-50.84375
9.27305,-46.125,-50.6875
9.273100000000001,-46.5625,-50.5625
9.273150000000001,-46.75,-50.625
9.273200000000001,-46.625,-50.71875
9.27325,-46.34375,-50.625
9.2733,-46.4375,-50.625
9.27335,-46.6875,-50.625
9.2734,-46.40625,-50.84375
9.27345,-46.0625,-50.46875
9.2735,-46.46875,-50.59375
9.27355,-46.96875,-50.59375
9.2736,-46.78125,-50.65625
9.27365,-46.34375,-50.59375
9.2737,-46.21875,-50.71875
9.27375,-46.5,-50.625
9.2738,-46.40625,-50.375
9.273850000000001,-46.46875,-50.53125
9.273900000000001,-46.5,-50.625
9.273950000000001,-46.75,-50.4375
9.274000000000001,-46.71875,-50.28125
9.27405,-46.40625,-50.53125
9.2741,-46.25,-50.59375
9.27415,-46.625,-50.40625
9.2742,-46.71875,-50.25
9.27425,-46.75,-50.5
9.2743,-46.5,-50.46875
9.27435,-46.78125,-50.46875
9.2744,-46.9375,-50.375
9.27445,-46.71875,-50.3125
9.2745,-46.375,-50.28125
9.27455,-46.25,-50.375
9.274600000000001,-46.46875,-50.375
9.274650000000001,-46.71875,-50.25
9.274700000000001,-46.625,-50.21875
9.274750000000001,-46.5625,-50.34375
9.2748,-46.6875,-50.4375
9.27485,-46.59375,-50.25
9.2749,-46.53125,-50.125
9.27495,-46.0625,-50.25
9.275,-46.59375,-50.375
9.27505,-46.84375,-50.125
9.2751,-46.8125,-50.28125
9.27515,-46.25,-50.3125
9.2752,-46.625,-50.40625
9.27525,-46.78125,-50.40625
9.2753,-46.5,-50.375
9.275350000000001,-46.21875,-50.15625
9.275400000000001,-46.625,-50.0625
9.275450000000001,-46.90625,-50.46875
9.275500000000001,-46.78125,-50.375
9.27555,-46.46875,-50.21875
9.2756,-46.59375,-49.9375
9.27565,-46.71875,-50.25
9.2757,-46.65625,-50.25
9.27575,-46.40625,-50.1875
9.2758,-46.4375,-50.125
9.27585,-46.90625,-50.21875
9.2759,-47.09375,-50.28125
9.27595,-46.6875,-50.21875
9.276,-46.46875,-50.03125
9.27605,-46.75,-50.0625
9.2761,-46.875,-49.9375
9.276150000000001,-46.59375,-50.3125
9.276200000000001,-46.5,-49.96875
9.276250000000001,-46.8125,-49.96875
9.2763,-47.03125,-49.90625
9.27635,-46.84375,-50.21875
9.2764,-46.46875,-50.21875
9.27645,-46.5625,-50.0
9.2765,-46.75,-50.0
9.27655,-46.6875,-50.1875
9.2766,-46.78125,-50.375
9.27665,-46.65625,-49.9375
9.2767,-47.03125,-50.09375
9.27675,-47.0,-50.03125
9.2768,-46.625,-50.15625
9.27685,-46.34375,-50.21875
9.276900000000001,-46.625,-50.125
9.276950000000001,-46.84375,-50.125
9.277000000000001,-46.6875,-50.15625
9.277050000000001,-46.625,-50.3125
9.2771,-46.9375,-50.25
9.27715,-47.0625,-49.9375
9.2772,-46.71875,-50.09375
9.27725,-46.46875,-50.125
9.2773,-46.5625,-50.34375
9.27735,-46.96875,-50.0625
9.2774,-47.03125,-50.0625
9.27745,-46.78125,-50.09375
9.2775,-46.65625,-50.15625
9.27755,-46.875,-50.0
9.2776,-46.90625,-50.1875
9.277650000000001,-46.5625,-50.0
9.277700000000001,-46.40625,-50.0
9.277750000000001,-47.03125,-50.25
9.277800000000001,-47.0625,-50.0625
9.27785,-46.875,-50.0
9.2779,-46.59375,-49.9375
9.27795,-46.9375,-50.1875
9.278,-47.125,-50.28125
9.27805,-46.6875,-50.125
9.2781,-46.46875,-49.875
9.27815,-46.8125,-50.15625
9.2782,-47.09375,-50.21875
9.27825,-47.0,-50.15625
9.2783,-46.65625,-50.0
9.27835,-46.59375,-50.0
9.278400000000001,-46.96875,-50.1875
9.278450000000001,-46.8125,-50.03125
9.278500000000001,-46.5,-49.9375
9.278550000000001,-46.71875,-50.0625
9.2786,-47.09375,-50.0
9.27865,-47.0,-50.125
9.2787,-46.65625,-50.09375
9.27875,-46.4375,-49.8125
9.2788,-47.0,-49.9375
9.27885,-46.78125,-49.96875
9.2789,-46.84375,-50.3125
9.27895,-46.75,-49.9375
9.279,-47.15625,-49.84375
9.27905,-47.28125,-50.09375
9.2791,-47.0625,-50.3125
9.27915,-46.90625,-50.09375
9.279200000000001,-46.9375,-50.125
9.279250000000001,-47.03125,-50.0
9.279300000000001,-47.125,-50.1875
9.27935,-46.90625,-50.0625
9.2794,-46.9375,-50.0625
9.27945,-47.15625,-49.96875
9.2795,-47.0,-50.0625
9.27955,-46.75,-50.25
9.2796,-46.6875,-50.0625
9.27965,-47.09375,-49.90625
9.2797,-47.125,-49.96875
9.27975,-47.09375,-50.1875
9.2798,-46.84375,-50.21875
9.27985,-47.03125,-50.125
9.2799,-47.15625,-49.84375
9.279950000000001,-46.84375,-50.03125
9.280000000000001,-46.5,-50.34375
9.280050000000001,-46.875,-50.21875
9.280100000000001,-47.3125,-50.0625
9.28015,-47.28125,-50.0625
9.2802,-46.84375,-50.1875
9.28025,-46.875,-50.1875
9.2803,-47.125,-50.125
9.28035,-46.96875,-50.0
9.2804,-46.6875,-50.0625
9.28045,-46.875,-50.15625
9.2805,-47.46875,-50.3125
9.28055,-47.25,-50.15625
9.2806,-46.84375,-49.8125
9.28065,-46.78125,-50.125
9.280700000000001,-47.03125,-50.25
9.280750000000001,-47.125,-50.1875
9.280800000000001,-46.9375,-49.84375
9.280850000000001,-46.78125,-49.8125
9.2809,-47.0625,-50.0625
9.28095,-47.28125,-50.34375
9.281,-47.15625,-50.03125
9.28105,-46.65625,-49.75
9.2811,-46.8125,-49.84375
9.28115,-47.03125,-50.09375
9.2812,-46.84375,-50.21875
9.28125,-46.75,-49.84375
9.2813,-47.03125,-49.8125
9.28135,-47.25,-50.09375
9.2814,-47.03125,-50.3125
9.281450000000001,-46.71875,-49.96875
9.281500000000001,-46.6875,-49.71875
9.281550000000001,-47.03125,-49.96875
9.281600000000001,-47.15625,-50.09375
9.28165,-47.0,-50.0625
9.2817,-46.75,-49.65625
9.28175,-47.15625,-49.8125
9.2818,-47.15625,-49.90625
9.28185,-46.9375,-50.09375
9.2819,-46.5,-50.0
9.28195,-46.875,-49.625
9.282,-47.15625,-49.84375
9.28205,-47.15625,-50.0
9.2821,-46.96875,-50.125
9.28215,-47.0625,-49.875
9.2822,-47.15625,-49.5625
9.282250000000001,-47.03125,-49.96875
9.282300000000001,-46.6875,-50.21875
9.282350000000001,-46.78125,-50.0
9.2824,-47.21875,-49.65625
9.28245,-47.34375,-49.78125
9.2825,-47.1875,-50.0
9.28255,-46.875,-50.0
9.2826,-47.1875,-49.875
9.28265,-47.25,-49.5625
9.2827,-46.96875,-49.8125
9.28275,-46.5625,-49.8125
9.2828,-47.21875,-50.0625
9.28285,-47.5,-49.75
9.2829,-47.4375,-49.71875
9.28295,-46.9375,-49.78125
9.283000000000001,-47.25,-50.0625
9.283050000000001,-47.3125,-49.78125
9.283100000000001,-46.96875,-49.53125
9.283150000000001,-46.90625,-49.90625
9.2832,-47.25,-49.90625
9.28325,-47.53125,-49.96875
9.2833,-47.46875,-49.78125
9.28335,-47.15625,-49.78125
9.2834,-46.78125,-50.03125
9.28345,-47.1875,-50.09375
9.2835,-47.1875,-49.96875
9.28355,-47.09375,-49.6875
9.2836,-47.09375,-49.84375
9.28365,-47.53125,-49.90625
9.2837,-47.625,-50.03125
9.283750000000001,-47.25,-49.96875
9.283800000000001,-47.03125,-49.5625
9.283850000000001,-47.15625,-49.71875
9.283900000000001,-47.25,-50.125
9.28395,-47.21875,-49.96875
9.284,-47.21875,-49.65625
9.28405,-47.34375,-49.78125
9.2841,-47.3125,-50.125
9.28415,-47.28125,-50.09375
9.2842,-47.09375,-49.6875
9.28425,-46.90625,-49.65625
9.2843,-47.15625,-49.65625
9.28435,-47.40625,-50.0
9.2844,-47.3125,-49.78125
9.28445,-47.09375,-49.75
9.284500000000001,-47.34375,-49.59375
9.284550000000001,-47.4375,-49.78125
9.284600000000001,-47.1875,-50.15625
9.284650000000001,-47.0,-49.78125
9.2847,-47.40625,-49.40625
9.28475,-47.59375,-49.5625
9.2848,-47.40625,-49.84375
9.28485,-46.96875,-49.65625
9.2849,-47.40625,-49.1875
9.28495,-47.53125,-49.25
9.285,-47.125,-49.375
9.28505,-46.9375,-49.5625
9.2851,-47.0,-49.125
9.28515,-47.65625,-48.90625
9.2852,-47.625,-49.09375
9.28525,-47.25,-49.21875
9.285300000000001,-47.09375,-49.28125
9.285350000000001,-47.4375,-48.6875
9.285400000000001,-47.5,-48.5
9.28545,-47.09375,-48.8125
9.2855,-47.0625,-49.03125
9.28555,-47.53125,-48.8125
9.2856,-47.65625,-48.5
9.28565,-47.375,-48.375
9.2857,-47.125,-48.6875
9.28575,-47.4375,-48.90625
9.2858,-47.46875,-48.25
9.28585,-47.40625,-48.25
9.2859,-47.21875,-48.3125
9.28595,-47.53125,-48.53125
9.286,-47.875,-48.5625
9.286050000000001,-47.8125,-48.34375
9.286100000000001,-47.34375,-47.9375
9.286150000000001,-47.15625,-48.125
9.286200000000001,-47.5625,-48.46875
9.28625,-47.46875,-48.1875
9.2863,-47.375,-48.0
9.28635,-47.25,-47.84375
9.2864,-47.78125,-48.09375
9.28645,-47.65625,-48.40625
9.2865,-47.4375,-47.875
9.28655,-47.1875,-47.6875
9.2866,-47.40625,-47.90625
9.28665,-47.53125,-48.25
9.2867,-47.5,-47.96875
9.28675,-47.53125,-47.71875
9.286800000000001,-47.5625,-47.71875
9.286850000000001,-47.59375,-48.0
9.286900000000001,-47.5625,-48.15625
9.286950000000001,-47.21875,-47.84375
9.287,-47.21875,-47.71875
9.28705,-47.65625,-47.6875
9.2871,-47.8125,-48.125
9.28715,-47.53125,-47.8125
9.2872,-47.53125,-47.6875
9.28725,-47.78125,-47.40625
9.2873,-47.625,-47.75
9.28735,-47.3125,-48.09375
9.2874,-47.125,-47.625
9.28745,-47.625,-47.4375
9.2875,-47.875,-47.40625
9.287550000000001,-47.78125,-47.625
9.287600000000001,-47.46875,-47.625
9.287650000000001,-47.59375,-47.21875
9.287700000000001,-47.8125,-47.09375
9.28775,-47.5625,-47.21875
9.2878,-47.125,-47.46875
9.28785,-47.5,-47.21875
9.2879,-48.0625,-46.6875
9.28795,-47.90625,-46.90625
9.288,-47.34375,-47.0625
9.28805,-47.21875,-47.125
9.2881,-47.59375,-46.71875
9.28815,-47.46875,-46.59375
9.2882,-47.21875,-46.625
9.28825,-47.25,-47.09375
9.288300000000001,-47.78125,-46.59375
9.288350000000001,-47.65625,-46.5
9.288400000000001,-47.4375,-46.3125
9.288450000000001,-47.21875,-46.5625
9.2885,-47.5625,-46.6875
9.28855,-47.53125,-46.4375
9.2886,-47.5,-46.25
9.28865,-47.40625,-46.15625
9.2887,-47.6875,-46.59375
9.28875,-47.84375,-46.53125
9.2888,-47.5625,-46.25
9.28885,-47.125,-45.9375
9.2889,-47.3125,-46.34375
9.28895,-47.4375,-46.65625
9.289,-47.4375,-46.21875
9.28905,-47.40625,-46.0
9.289100000000001,-47.3125,-46.09375
9.289150000000001,-47.59375,-46.25
9.289200000000001,-47.53125,-46.1875
9.289250000000001,-47.3125,-46.0
9.2893,-47.0625,-45.96875
9.28935,-47.40625,-46.15625
9.2894,-47.71875,-46.375
9.28945,-47.78125,-45.96875
9.2895,-47.375,-45.84375
9.28955,-47.59375,-45.8125
9.2896,-47.78125,-46.0625
9.28965,-47.46875,-46.125
9.2897,-47.0625,-45.78125
9.28975,-47.1875,-45.59375
9.2898,-47.8125,-46.21875
9.289850000000001,-47.71875,-46.15625
9.289900000000001,-47.53125,-45.78125
9.289950000000001,-47.40625,-45.65625
9.290000000000001,-47.59375,-45.875
9.29005,-47.5,-46.0
9.2901,-47.28125,-45.96875
9.29015,-47.09375,-45.78125
9.2902,-47.71875,-45.75
9.29025,-47.84375,-45.8125
9.2903,-47.53125,-45.9375
9.29035,-47.25,-46.03125
9.2904,-47.53125,-45.53125
9.29045,-47.625,-45.6875
9.2905,-47.375,-46.0625
9.29055,-47.125,-45.9375
9.290600000000001,-47.46875,-45.78125
9.290650000000001,-47.78125,-45.625
9.290700000000001,-47.59375,-45.625
9.290750000000001,-47.1875,-45.78125
9.2908,-47.34375,-45.875
9.29085,-47.4375,-45.71875
9.2909,-47.40625,-45.5625
9.29095,-47.40625,-45.78125
9.291,-47.5,-45.75
9.29105,-47.875,-45.5625
9.2911,-47.65625,-45.375
9.29115,-47.34375,-45.40625
9.2912,-47.125,-45.59375
9.29125,-47.46875,-45.5625
9.2913,-47.5625,-45.34375
9.291350000000001,-47.40625,-44.96875
9.291400000000001,-47.28125,-45.09375
9.291450000000001,-47.5625,-45.40625
9.291500000000001,-47.65625,-45.09375
9.29155,-47.375,-44.78125
9.2916,-47.15625,-44.875
9.29165,-47.3125,-44.90625
9.2917,-47.4375,-44.96875
9.29175,-47.5625,-44.875
9.2918,-47.3125,-44.78125
9.29185,-47.375,-44.65625
9.2919,-47.46875,-44.875
9.29195,-47.34375,-44.5625
9.292,-47.15625,-44.5
9.29205,-46.8125,-44.4375
9.2921,-47.34375,-44.5625
9.292150000000001,-47.75,-44.46875
9.292200000000001,-47.40625,-44.34375
9.292250000000001,-47.1875,-44.1875
9.292300000000001,-47.4375,-44.09375
9.29235,-47.59375,-44.1875
9.2924,-47.25,-44.25
9.29245,-47.0,-44.0
9.2925,-47.40625,-44.0
9.29255,-47.8125,-44.0
9.2926,-47.6875,-44.09375
