I_det,rate,cv
0.5,0.11273872372244163,1.001622406779835
0.5153061224489796,0.18735504921857643,1.0019423478893859
0.5306122448979592,0.30518634272865314,0.9965845149788599
0.5459183673469388,0.4598328325702486,1.0140564534137662
0.5612244897959183,0.6669088134976288,1.0307304999576221
0.576530612244898,0.9158260994018219,1.0389414980335234
0.5918367346938775,1.2094989502922322,1.0760177854931272
0.6071428571428571,1.5380943066640587,1.11483164520783
0.6224489795918368,1.8842270281668152,1.1692079389514225
0.6377551020408163,2.2393388301353143,1.244217627108807
0.653061224489796,2.60063289913918,1.3214309373148543
0.6683673469387755,2.963278299307758,1.4017064043330736
0.6836734693877551,3.296773276492964,1.4834472765558164
0.6989795918367347,3.640823604801872,1.564578148913966
0.7142857142857143,3.954308659935965,1.6493135655894895
0.7295918367346939,4.2820657752831375,1.7060828097093153
0.7448979591836735,4.620193080582456,1.7673211922674643
0.7602040816326531,4.993382340874801,1.7810680153377776
0.7755102040816326,5.454616182157674,1.7691330623257808
0.7908163265306123,5.969066396794739,1.716065169316433
0.8061224489795918,6.689619030985692,1.6208833427182936
0.8214285714285714,7.606567084650255,1.4964290440152201
0.8367346938775511,8.804310815087852,1.3605190071828719
0.8520408163265306,10.328886526218442,1.2223739524205302
0.8673469387755102,12.15220944353511,1.0970539159136734
0.8826530612244898,14.26933538795176,0.9828432139548693
0.8979591836734694,16.539251831812418,0.8820361949151483
0.9132653061224489,18.950154970622428,0.7912639887286773
0.9285714285714286,21.42323535580884,0.7135745682745067
0.9438775510204082,23.860824316494593,0.645726294625616
0.9591836734693877,26.310922103024172,0.5877630079376259
0.9744897959183674,28.71804522056397,0.5381700578315272
0.9897959183673469,31.07689268613166,0.4963593411573433
1.0051020408163265,33.38359702563448,0.45976107154074713
1.0204081632653061,35.6324920921451,0.42905499269582725
1.0357142857142856,37.837378324223224,0.40284176575394276
1.0510204081632653,39.96755638669812,0.37976171741848924
1.066326530612245,42.017946386999085,0.359239309036806
1.0816326530612246,44.04613246352755,0.3417720257279515
1.096938775510204,46.00060564020592,0.3260028721552166
1.1122448979591837,47.88119250416048,0.31154020202603483
1.1275510204081631,49.73841740844608,0.29917123440667504
1.1428571428571428,51.57108959701404,0.2880295343443196
1.1581632653061225,53.366948678432024,0.2781911555031235
1.1734693877551021,55.13842102768421,0.26917745656881525
1.1887755102040816,56.890720240329635,0.2610156046728406
1.2040816326530612,58.61512934299269,0.2538750209142483
1.2193877551020407,60.31942990541187,0.24744542009897205
1.2346938775510203,61.96565177347384,0.24094243767543772
1.25,63.601422260497785,0.23503995849143738
