Amplitude,Duration
0.0,10.0
0.1724137931034483,14.827586206896552
0.3448275862068966,19.655172413793103
0.5172413793103449,24.48275862068965
0.6896551724137931,29.31034482758621
0.8620689655172414,34.13793103448276
1.0344827586206897,38.96551724137931
1.206896551724138,43.793103448275865
1.3793103448275863,48.62068965517242
1.5517241379310347,53.44827586206897
1.7241379310344829,58.275862068965516
1.896551724137931,63.10344827586207
2.0689655172413794,67.93103448275862
2.241379310344828,72.75862068965517
2.413793103448276,77.58620689655173
2.586206896551724,82.41379310344828
2.7586206896551726,87.24137931034484
2.931034482758621,92.0689655172414
3.1034482758620694,96.89655172413794
3.2758620689655173,101.72413793103448
3.4482758620689657,106.55172413793103
3.620689655172414,111.3793103448276
3.793103448275862,116.20689655172414
3.9655172413793105,121.0344827586207
4.137931034482759,125.86206896551724
4.310344827586207,130.68965517241378
4.482758620689656,135.51724137931035
4.655172413793104,140.34482758620692
4.827586206896552,145.17241379310346
5.0,150.0
